# Annotation claims. One row per explained location.
# image<TAB>kind<TAB>addr<TAB>name<TAB>where-it-is-established
#
# A row here is a CLAIM that the location is understood, checkable against
# the document in the last column. Do not add a row because an address is
# mentioned somewhere -- only because its meaning is established there.
#
# Seeded 2026-07-29 with the IRAM work of that day and nothing else. The
# low score is the honest starting point, not a bug.
rev20	irambyte	0x20	previous P3 sample (button edge detect)	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambyte	0x22	source mux / panel shift word	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambyte	0x23	codec control shift word	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambyte	0x25	panel/source internal state	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x22.0	ch1 source select bit 0	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.1	ch1 source select bit 1	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.2	ch1 source select bit 2	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.3	ch2 source select bit 0	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.4	ch2 source select bit 1	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.5	ch2 source select bit 2	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x22.6	derived = !0x25.4 and !0x25.5	disasm/MUX_IRAM22_ANNOTATION.md
rev20	irambit	0x23.6	MONO latch	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x25.0	ch1 source state low	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x25.1	ch2 source state low	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x25.2	ch1 source state high	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	irambit	0x25.3	ch2 source state high	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambyte	0x20	previous P3 sample (button edge detect)	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambyte	0x22	source mux / panel shift word	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambyte	0x23	codec control shift word	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambyte	0x25	panel/source internal state	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x22.0	ch1 source select bit 0	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.1	ch1 source select bit 1	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.2	ch1 source select bit 2	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.3	ch2 source select bit 0	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.4	ch2 source select bit 1	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.5	ch2 source select bit 2	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x22.6	derived = !0x25.4 and !0x25.5	disasm/MUX_IRAM22_ANNOTATION.md
rev22	irambit	0x23.6	MONO latch	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x25.0	ch1 source state low	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x25.1	ch2 source state low	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x25.2	ch1 source state high	disasm/IRAM23_IRAM25_ANNOTATION.md
rev22	irambit	0x25.3	ch2 source state high	disasm/IRAM23_IRAM25_ANNOTATION.md
rev20	xdata	0xFF99	OEPBBAX2: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF9A	OEPBSIZ2: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF9B	OEPDCNTX2: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFF9F	OEPDCNTY2: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFA8	OEPCNF0: 7 site(s), clr-bits/write/write-via-helper 0x0B2B	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFA9	OEPBBAX0: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFAA	OEPBSIZ0: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFAB	OEPBCTX0: 6 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFB0	MEMCFG: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFB1	GLOBCTL: 5 site(s), clr-bits/set-bits/write-via-helper 0x0DEB	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFB2	VECINT: 2 site(s), code-table (MOVC)/write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFC0	I2C_STA: 10 site(s), clr-bits/read/set-bits	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFC1	I2C_TX: 5 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFC2	I2C_RX: 1 site(s), write-via-helper 0x0B11	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFC3	I2C_SADDR: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFD4	CPTRXCNF4: 2 site(s), write/write-via-helper 0x0DEB	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFD5	CPTRXCNF3: 2 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFD6	CPTRXCNF2: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFDC	CPTSTA: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFDD	CPTCNF4: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFDE	CPTCNF3: 3 site(s), write/write-via-helper 0x0FF4	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFDF	CPTCNF2: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFE0	CPTCNF1: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFE1	ACGCTL: 5 site(s), clr-bits/set-bits/write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFE2	ACGDCTL: 1 site(s), write-via-helper 0x0E18	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFE5	ACG1FRQ2: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFE6	ACG1FRQ1: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFE7	ACG1FRQ0: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFE8	DMACTL0: 4 site(s), clr-bits/set-bits/write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFE9	DMATSH0: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFEA	DMATSL0: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFEE	DMACTL1: 4 site(s), clr-bits/set-bits/write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFEF	DMATSH1: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFF0	DMATSL1: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFF6	ACG2DCTL: 2 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFF7	ACG2FRQ2: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFF8	ACG2FRQ1: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFF9	ACG2FRQ0: 2 site(s), write/write-via-helper 0x0E0F	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFFC	USBCTL: 5 site(s), clr-bits/set-bits/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFFD	USBIMSK: 3 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev20	xdata	0xFFFF	USBFADR: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF28	SETPACK_BMREQ: 2 site(s), read/write-via-helper 0x010B	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF29	SETPACK_BREQ: 2 site(s), write-via-helper 0x02E8/write-via-helper 0x02EF	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF2A	SETPACK_WVAL_L: 12 site(s), read/write-via-helper 0x02E8/write-via-helper 0x02EF/write-via-helper 	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF2B	SETPACK_WVAL_H: 4 site(s), read/write-via-helper 0x02EF	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF2C	SETPACK_WIDX_L: 6 site(s), read/write-via-helper 0x0B25/write-via-helper 0x0B37/write-via-helper 	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF2E	SETPACK_WLEN_L: 3 site(s), read	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF2F	SETPACK_WLEN_H: 1 site(s), read	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF60	IEPCNF1: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF61	IEPBBAX1: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF62	IEPBSIZ1: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF63	IEPDCNTX1: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF67	IEPDCNTY1: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF68	IEPCNF0: 7 site(s), clr-bits/set-bits/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF69	IEPBBAX0: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF6A	IEPBSIZ0: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF6B	IEPBCTX0: 11 site(s), clr-bits/write/write-computed/write-via-helper 0x0247/write-via-helper	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF98	OEPCNF2: 5 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF99	OEPBBAX2: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF9A	OEPBSIZ2: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF9B	OEPDCNTX2: 4 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFF9F	OEPDCNTY2: 2 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFA8	OEPCNF0: 7 site(s), clr-bits/read/write/write-via-helper 0x0B2C	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFA9	OEPBBAX0: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFAA	OEPBSIZ0: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFAB	OEPBCTX0: 6 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFB0	MEMCFG: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFB1	GLOBCTL: 5 site(s), clr-bits/set-bits/write-via-helper 0x0EC7	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFB2	VECINT: 2 site(s), code-table (MOVC)/write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFC0	I2C_STA: 10 site(s), clr-bits/read/set-bits	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFC1	I2C_TX: 5 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFC2	I2C_RX: 1 site(s), read	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFC3	I2C_SADDR: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFD4	CPTRXCNF4: 2 site(s), write/write-via-helper 0x0EC7	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFD5	CPTRXCNF3: 2 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFD6	CPTRXCNF2: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFDC	CPTSTA: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFDD	CPTCNF4: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFDE	CPTCNF3: 2 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFDF	CPTCNF2: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFE0	CPTCNF1: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFE1	ACGCTL: 5 site(s), clr-bits/set-bits/write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFE2	ACGDCTL: 1 site(s), write-via-helper 0x0EF4	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFE5	ACG1FRQ2: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFE6	ACG1FRQ1: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFE7	ACG1FRQ0: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFE8	DMACTL0: 6 site(s), clr-bits/set-bits/write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFE9	DMATSH0: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFEA	DMATSL0: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFEB	DMABCNT0L: playback DMA buffer fill level, read once per SOF at 0x0D5D by the frame-alignment watchdog	decomp/FINDING_rev22_playback_sof_watchdog.md	explained
rev22	xdata	0xFFEC	DMABCNT0H: high byte of the same, read at 0x0D58; Rev 20 reads neither register	decomp/FINDING_rev22_playback_sof_watchdog.md	explained
rev22	xdata	0xFFEE	DMACTL1: 4 site(s), clr-bits/set-bits/write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFEF	DMATSH1: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFF0	DMATSL1: 1 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFF6	ACG2DCTL: 2 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFF7	ACG2FRQ2: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFF8	ACG2FRQ1: 2 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFF9	ACG2FRQ0: 1 site(s), write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFFC	USBCTL: 5 site(s), clr-bits/set-bits/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFFD	USBIMSK: 3 site(s), write	disasm/XDATA_ACCESS_MAP.md	explained
rev22	xdata	0xFFFF	USBFADR: 3 site(s), write/write-computed	disasm/XDATA_ACCESS_MAP.md	explained
rev20	func	0x2F00	boot ROM standard-request handler; entered by LCALL from the SETUP path	disasm/rev20_std_requests.md	explained
rev22	func	0x2F00	boot ROM standard-request handler; entered by LCALL from the SETUP path	disasm/rev20_std_requests.md	explained
rev20	sfr	0x81	SP - stack pointer, set to 0x33 (rev20) / 0x32 (rev22)	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x82	DPL - data pointer low, saved/restored and loaded from IRAM pointer pairs	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x83	DPH - data pointer high, same	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x87	PCON - IDL bit set on USB suspend	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x88	TCON - timer control, cleared at init (IT0=0, level-triggered INT0)	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x89	TMOD - 0x11, both timers 16-bit mode 1	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x8A	TL0 - timer 0 low, tick timer	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x8B	TL1 - timer 1 low, unused	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x8C	TH0 - 0xCE, the panel tick reload; also reloaded in the ISR	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x8D	TH1 - timer 1 high, unused	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0x90	P1 - two bit-banged shift chains: 0/1/2 codec word, 5/6/7 panel word	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0xB0	P3 - written 0xFF (pull-ups); read for buttons P3.3/4/5 and S/PDIF P3.1	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0xB8	IP - interrupt priority, cleared (no priorities)	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0xD0	PSW - pushed and set to 0x10 (register bank 2) in the ISR prologue	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0xE0	ACC - accumulator, direct-addressed for bit tests and ISR save	disasm/SFR_ANNOTATION.md	explained
rev20	sfr	0xF0	B - B register, ISR save and MUL AB table strides	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x81	SP - stack pointer, set to 0x33 (rev20) / 0x32 (rev22)	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x82	DPL - data pointer low, saved/restored and loaded from IRAM pointer pairs	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x83	DPH - data pointer high, same	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x87	PCON - IDL bit set on USB suspend	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x88	TCON - timer control, cleared at init (IT0=0, level-triggered INT0)	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x89	TMOD - 0x11, both timers 16-bit mode 1	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x8A	TL0 - timer 0 low, tick timer	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x8B	TL1 - timer 1 low, unused	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x8C	TH0 - 0xCE, the panel tick reload; also reloaded in the ISR	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x8D	TH1 - timer 1 high, unused	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0x90	P1 - two bit-banged shift chains: 0/1/2 codec word, 5/6/7 panel word	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0xB0	P3 - written 0xFF (pull-ups); read for buttons P3.3/4/5 and S/PDIF P3.1	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0xB8	IP - interrupt priority, cleared (no priorities)	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0xD0	PSW - pushed and set to 0x10 (register bank 2) in the ISR prologue	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0xE0	ACC - accumulator, direct-addressed for bit tests and ISR save	disasm/SFR_ANNOTATION.md	explained
rev22	sfr	0xF0	B - B register, ISR save and MUL AB table strides	disasm/SFR_ANNOTATION.md	explained
